customerid,churn,age,gender,tenure,numofproducts,estimatedsalary
717066408,0,36,Male,36,3,70000
708104658,0,46,Male,36,4,50000
718016808,0,62,Female,55,3,40000
814571058,0,30,Female,24,4,40000
714757908,0,46,Male,36,4,120000
710345808,0,41,Male,36,6,100000
814752558,0,50,Male,45,5,50000
721284258,0,53,Male,44,4,100000
719336583,0,55,Male,44,3,120000
797638383,0,49,Female,43,4,40000
708434733,0,56,Male,50,6,70000
711802758,0,63,Male,53,4,50000
720620058,0,41,Male,36,4,100000
819169683,0,34,Male,29,3,50000
709757583,0,35,Male,36,5,120000
789307833,0,44,Male,34,5,120000
823912308,0,38,Female,34,5,40000
720746208,0,52,Male,43,6,100000
709121283,0,54,Male,36,3,40000
714093108,0,58,Female,36,3,50000
718368333,0,26,Male,13,6,40000
806752533,0,27,Female,22,4,40000
758521983,0,33,Male,26,3,100000
779473308,0,32,Male,14,4,70000
709376508,0,58,Female,49,3,40000
712589658,0,45,Female,30,5,40000
712141683,0,48,Female,28,4,40000
712494108,0,38,Male,36,3,70000
721350783,0,54,Male,38,6,100000
710133858,0,40,Female,30,5,40000
719152383,0,35,Female,26,5,40000
715174158,0,31,Male,36,4,100000
780040758,0,40,Female,24,5,50000
719525358,0,52,Male,43,4,100000
710892408,0,57,Female,36,6,40000
713295183,0,48,Male,29,6,100000
789871233,0,49,Male,39,5,100000
712663533,0,40,Male,32,6,50000
820906233,0,45,Male,41,5,50000
821163408,0,41,Male,37,5,100000
708947208,0,36,Male,17,4,100000
715261458,0,37,Female,36,6,40000
789310833,0,44,Female,34,5,50000
818294958,0,52,Male,47,3,120000
713902983,0,42,Female,36,4,40000
771693933,0,62,Female,50,6,40000
827984658,1,49,Male,45,3,100000
789012633,0,30,Female,17,3,40000
807237783,0,50,Male,45,5,70000
803408733,0,32,Male,26,6,70000
824667708,0,32,Female,28,6,40000
807165033,0,49,Male,44,3,70000
809984133,0,37,Male,32,3,120000
718949433,0,42,Female,31,3,0
751227183,0,36,Male,29,3,100000
716331408,1,52,Female,36,1,40000
714199983,0,48,Male,40,5,70000
774172158,0,29,Male,19,3,70000
708171858,0,33,Female,28,5,50000
709074108,0,36,Male,24,5,70000
721304133,0,36,Female,36,4,40000
787430733,0,56,Female,41,5,50000
711225933,0,28,Male,36,5,40000
717478983,0,31,Female,19,6,40000
720949083,0,44,Female,33,5,40000
712851108,0,51,Female,31,5,0
713151258,0,55,Male,35,4,50000
799731033,0,34,Female,28,3,40000
822138333,0,61,Female,56,4,50000
708532308,0,37,Male,36,4,70000
713718558,0,46,Male,37,6,50000
778939683,0,47,Female,32,4,40000
713322633,0,54,Male,43,4,50000
754671558,0,50,Female,43,6,40000
719291283,0,36,Female,28,5,40000
720659283,0,37,Male,31,5,70000
719535558,0,47,Male,36,5,50000
771032658,0,54,Male,41,3,100000
709468683,0,64,Female,56,6,40000
719455908,0,48,Male,38,3,100000
816890883,0,35,Male,30,6,70000
709826058,0,49,Male,36,3,100000
735008958,0,42,Male,35,6,70000
713766183,0,49,Male,36,5,100000
719148633,0,53,Female,46,6,40000
789266208,0,56,Male,45,3,100000
718373658,0,41,Male,28,6,70000
712255458,0,37,Male,36,3,70000
789494133,0,30,Male,21,5,40000
714178458,0,45,Male,35,3,100000
717595908,0,54,Male,37,5,70000
798114033,0,46,Male,40,4,70000
709479558,0,36,Female,36,3,40000
778148283,0,48,Male,41,5,120000
719363283,0,59,Female,36,3,40000
716225433,0,60,Male,51,6,100000
719882583,0,44,Male,34,3,70000
711076533,0,65,Male,42,5,40000
820651908,0,46,Female,41,5,50000
710884683,0,48,Male,40,6,100000
797468658,0,53,Male,47,5,120000
716375883,0,53,Female,36,6,0
711534183,0,41,Male,36,4,100000
721083258,0,37,Female,22,5,50000
717986058,0,29,Female,13,6,40000
804610908,0,49,Female,44,4,40000
717602733,0,47,Male,35,4,40000
770952933,0,53,Female,40,4,40000
713233908,0,33,Male,21,5,70000
755365233,0,34,Male,27,5,70000
715105908,0,28,Female,15,3,0
712658283,0,36,Female,28,3,50000
708796458,0,30,Female,18,3,40000
713557533,0,34,Male,21,4,50000
710524533,1,38,Female,36,4,50000
713412558,0,39,Female,22,3,40000
720000708,0,32,Female,26,3,0
718934058,0,36,Male,26,4,50000
710607408,0,37,Female,28,3,0
717613233,0,45,Male,33,5,70000
821710308,0,38,Female,33,5,40000
716089983,0,31,Male,24,3,50000
720430083,0,65,Male,36,3,40000
712071708,0,63,Female,36,6,40000
770721858,0,65,Male,56,3,40000
751381458,0,43,Female,36,3,0
715629783,0,51,Male,36,6,50000
768886533,0,37,Male,31,3,70000
711023508,0,55,Female,43,5,0
711291558,0,27,Male,36,4,70000
714929283,0,34,Female,36,5,50000
716285358,0,32,Female,36,3,40000
710958033,0,49,Female,39,3,40000
711368283,0,39,Male,27,3,100000
807275733,0,27,Male,22,5,0
708231183,0,30,Male,22,5,0
789690483,0,39,Male,25,6,100000
789338583,0,42,Male,32,4,100000
717411483,0,55,Male,36,4,100000
720799608,0,57,Female,49,5,50000
714112383,0,53,Male,43,6,120000
717994608,0,51,Male,40,4,100000
798558783,0,47,Male,41,6,40000
716875083,0,26,Female,36,6,50000
714603558,0,37,Male,24,6,50000
789903708,0,45,Female,35,6,50000
801989733,0,55,Male,48,6,70000
789504183,0,37,Male,28,3,120000
714574083,0,36,Female,31,3,40000
717978033,0,36,Female,36,5,40000
711256908,0,39,Male,28,6,70000
721023708,0,47,Male,36,3,70000
714522258,0,56,Female,48,6,40000
714247458,0,56,Female,46,6,0
780416433,0,38,Male,25,4,40000
713644758,0,49,Male,36,6,120000
712700358,0,36,Female,26,4,40000
779873508,0,51,Female,35,5,40000
779342958,0,26,Female,13,2,50000
711738333,0,34,Male,23,6,100000
709413933,1,56,Male,40,2,50000
720323208,0,43,Male,31,6,120000
708132783,0,47,Female,42,6,0
713372583,0,42,Female,19,3,40000
710092683,0,38,Male,30,2,100000
779284833,0,55,Male,37,3,70000
713426358,0,28,Female,36,3,0
717132633,0,62,Male,50,3,50000
714967233,1,52,Male,34,3,120000
767587833,0,44,Male,37,3,120000
714954033,0,29,Female,36,5,40000
716154258,0,48,Male,38,3,70000
755399433,0,43,Male,36,6,100000
709876008,0,49,Female,36,3,40000
709918158,0,43,Male,23,5,100000
713350908,0,41,Female,36,5,50000
715759458,0,43,Male,31,6,100000
713976258,0,51,Female,46,4,40000
790174608,0,37,Male,30,6,100000
771335358,0,37,Male,24,3,50000
708382083,0,49,Male,36,6,100000
771829758,0,36,Male,25,6,100000
767333808,0,50,Female,43,5,40000
721385433,0,64,Male,51,3,40000
794293908,0,36,Female,30,3,0
720409608,0,45,Male,35,6,120000
717830583,0,41,Male,36,6,100000
715455708,0,47,Male,37,3,100000
719108358,0,39,Male,31,5,100000
769323183,0,51,Male,45,6,120000
820020258,0,55,Female,46,5,50000
719234883,0,57,Male,49,5,120000
807349158,0,36,Male,31,4,120000
710799783,0,35,Male,36,4,120000
778456983,0,38,Female,23,5,40000
708644208,0,39,Female,34,5,50000
711659958,0,65,Female,56,4,50000
798988983,0,51,Female,45,6,40000
710760258,0,50,Female,38,4,40000
799700208,0,38,Male,32,5,70000
772401933,0,36,Female,26,3,40000
787460883,1,41,Male,28,3,50000
770937183,0,40,Female,27,3,40000
715468083,0,40,Female,36,3,0
807161508,0,26,Male,20,6,40000
772268058,0,46,Female,35,5,40000
710166783,0,49,Female,36,3,40000
804820233,0,38,Male,33,6,100000
708758658,0,49,Male,39,5,100000
714011358,0,38,Male,24,5,100000
712401033,0,36,Male,23,4,40000
771212508,0,34,Female,21,6,40000
821150958,0,52,Male,47,3,100000
792272658,0,40,Male,34,3,100000
809818008,0,36,Male,31,3,100000
803231058,0,53,Male,47,5,40000
715698633,0,40,Female,36,3,40000
720450108,0,54,Male,44,5,50000
719076858,0,34,Male,20,5,70000
720016308,0,62,Female,54,4,40000
712443558,0,39,Female,36,6,0
711835758,0,50,Male,42,4,120000
709284333,0,36,Male,28,6,120000
788122533,0,56,Female,48,6,40000
709206333,1,44,Female,30,3,50000
713039808,0,45,Male,32,3,40000
801700233,0,36,Male,28,4,120000
716815308,0,44,Female,36,4,40000
821149008,1,52,Male,48,6,100000
720580383,0,50,Female,37,3,40000
780202908,0,53,Female,43,3,40000
787504158,0,36,Female,24,4,40000
716183283,0,27,Female,15,5,40000
824168808,0,31,Female,27,4,0
712936908,0,36,Male,36,3,70000
719855958,0,41,Male,28,6,70000
710112933,0,28,Male,18,6,70000
768364233,0,59,Male,53,6,50000
771725808,0,43,Male,31,5,100000
780686358,0,41,Male,30,3,70000
712762758,0,46,Male,34,4,70000
714392808,0,51,Male,43,3,100000
713089458,0,44,Male,33,5,40000
826780683,0,40,Male,36,6,70000
780251658,0,32,Male,18,4,50000
772273983,1,48,Male,37,1,50000
737944908,0,58,Male,51,4,70000
720688158,0,37,Female,25,3,40000
719902908,1,51,Male,36,3,100000
771682533,0,43,Female,31,4,40000
708193008,0,41,Male,30,3,100000
772449858,0,51,Male,41,5,50000
715992558,0,52,Male,38,4,100000
708502908,0,61,Male,48,5,70000
720132258,0,49,Male,36,6,120000
708704433,0,36,Female,23,6,0
720906033,0,35,Male,25,5,50000
719961183,0,63,Female,53,5,40000
718838808,0,36,Female,23,6,40000
710268858,0,33,Female,22,5,40000
788360283,0,33,Male,26,4,100000
717914808,0,65,Male,36,4,0
802884933,0,61,Male,55,6,70000
714436383,0,44,Male,34,4,100000
718785483,0,38,Male,29,6,100000
708816408,0,41,Male,32,4,100000
715363908,0,44,Female,26,4,40000
709163358,1,41,Male,32,2,70000
827643858,0,45,Female,41,6,40000
711251133,0,37,Male,27,5,100000
716896833,0,51,Male,38,3,100000
789193383,0,65,Male,54,3,40000
712801758,0,37,Female,27,6,50000
719836083,0,54,Male,36,3,70000
718291233,0,46,Male,33,5,100000
718682883,0,41,Male,34,3,100000
771503958,0,49,Male,37,5,50000
771960708,0,51,Male,40,3,100000
717427983,0,50,Female,39,4,40000
712737108,0,48,Female,36,4,0
771599283,0,53,Male,41,3,100000
717237708,0,54,Male,38,3,70000
710703708,0,46,Female,35,6,50000
712513458,0,47,Female,38,4,40000
709690158,0,52,Female,36,6,40000
709959858,0,43,Female,32,6,40000
720683958,0,41,Male,36,6,100000
780704358,0,34,Male,23,4,70000
717843783,0,33,Female,17,4,40000
718318383,0,49,Male,36,6,70000
708849858,0,44,Male,35,4,120000
712652283,0,36,Male,28,4,100000
793461933,0,37,Male,31,4,100000
720084183,0,46,Male,34,5,120000
767114958,0,65,Male,56,4,40000
709216533,0,52,Male,36,6,100000
720897783,0,50,Male,30,6,120000
773503308,0,59,Male,53,5,40000
719963433,0,37,Female,29,3,0
708139833,1,40,Male,30,4,70000
710664558,0,40,Female,31,5,40000
713687508,0,59,Male,49,5,70000
816312633,0,52,Female,47,6,50000
712019883,0,43,Female,34,5,0
718216008,0,48,Male,38,5,70000
718345233,0,45,Female,35,6,40000
771228183,0,30,Female,17,4,40000
789430083,0,41,Female,32,6,50000
779524833,0,51,Male,34,4,100000
823621083,0,46,Male,42,3,120000
715563558,0,50,Male,40,3,120000
715424283,0,31,Female,21,5,40000
807209808,0,48,Male,40,6,70000
716578158,0,39,Female,29,6,40000
708911508,0,50,Female,39,3,40000
717332733,0,47,Male,37,5,100000
710681808,0,53,Male,42,6,100000
708740808,0,45,Male,36,5,50000
711728208,0,46,Male,34,4,120000
720562008,0,34,Male,22,4,100000
709012083,0,39,Male,28,3,40000
771073908,0,62,Male,48,4,50000
718174908,0,53,Female,36,4,40000
709550958,0,51,Male,32,3,70000
720411183,0,34,Female,22,6,0
720776508,0,44,Female,25,4,50000
755615208,0,49,Male,42,5,120000
708147108,0,26,Male,36,6,0
827476983,1,56,Female,52,3,40000
716682258,0,52,Male,36,4,120000
708563433,1,65,Female,56,3,0
772277508,0,65,Female,54,4,40000
712515558,0,35,Male,26,3,70000
719342808,0,48,Male,30,4,100000
788957358,0,53,Female,39,3,50000
778386033,0,38,Male,18,6,70000
820060758,0,50,Female,45,4,40000
713271708,0,46,Male,33,5,40000
720555483,0,48,Male,35,3,100000
709405758,0,36,Male,28,4,70000
769463433,0,41,Female,35,6,40000
786087633,0,60,Male,54,4,70000
738627708,1,49,Female,41,5,0
719527833,0,45,Female,36,6,0
715921758,0,36,Male,25,5,70000
717280158,0,49,Male,36,3,40000
714179658,0,43,Male,36,3,120000
806637558,0,58,Male,53,5,70000
714828708,0,46,Male,36,3,100000
711989358,0,50,Male,36,4,100000
720188508,0,43,Male,25,3,70000
719528958,0,57,Female,36,3,50000
713110908,0,30,Male,13,3,40000
721179708,0,48,Female,37,4,40000
716363658,0,51,Male,36,4,120000
711443808,0,46,Male,37,6,70000
778952058,0,46,Male,32,4,100000
713642133,0,45,Male,30,6,50000
778908783,0,52,Male,33,3,100000
778170633,0,48,Male,38,6,100000
714670533,0,47,Male,37,3,100000
771833433,1,49,Male,38,3,100000
772758783,0,43,Male,33,5,100000
788959758,0,47,Female,33,3,50000
716878533,0,55,Male,46,4,100000
713267133,0,41,Female,33,3,40000
716263533,0,44,Male,36,3,100000
719026383,0,35,Female,36,3,40000
821755233,0,40,Female,28,5,0
709683633,0,32,Female,13,4,40000
714318033,0,50,Male,36,5,70000
828291858,1,38,Male,34,6,70000
779647608,0,39,Male,22,5,120000
787605558,0,48,Female,31,6,40000
771534408,0,52,Female,40,4,40000
716219808,0,49,Male,36,5,70000
715690908,0,46,Female,39,4,40000
789125733,0,38,Female,26,4,40000
717271983,0,60,Male,53,6,100000
709695333,0,48,Male,36,3,100000
712233183,0,45,Female,34,3,40000
716645883,0,47,Male,36,3,70000
711762408,0,43,Male,34,4,50000
818305008,0,41,Female,36,6,50000
788159433,0,53,Male,45,5,70000
709104333,0,50,Male,36,5,120000
708112008,0,56,Male,36,4,100000
714731208,0,63,Female,55,6,50000
710006958,0,53,Female,41,6,40000
815062383,0,35,Female,30,3,40000
778447908,0,51,Male,33,3,100000
720725058,1,51,Female,37,1,40000
803415183,0,44,Male,38,3,100000
708582858,0,38,Male,25,3,70000
779833908,0,40,Female,23,6,0
818687958,0,48,Male,43,5,100000
708714108,0,42,Female,31,5,40000
754872333,0,50,Male,43,3,120000
718637208,0,54,Female,43,3,40000
816772908,0,38,Male,33,6,70000
711935283,1,55,Male,47,3,100000
716950758,1,46,Male,36,1,70000
716497908,0,49,Female,36,3,0
809358708,0,38,Male,33,6,100000
716037708,0,50,Male,39,6,70000
717804783,0,40,Female,27,5,40000
715338783,0,32,Male,36,4,70000
779645658,0,49,Male,32,3,70000
787565433,0,53,Male,43,4,100000
717287883,0,57,Male,46,6,100000
715746633,0,64,Female,54,3,40000
720635883,0,34,Male,24,6,100000
710077008,0,43,Male,33,5,120000
804437658,0,42,Female,36,4,40000
780000258,0,48,Male,38,4,120000
825785508,0,49,Male,45,3,120000
720252858,0,57,Male,36,6,70000
710017758,0,44,Male,36,5,50000
711750183,0,63,Female,55,4,40000
718364283,0,43,Male,30,3,70000
711638658,0,33,Male,25,4,50000
711046383,0,55,Male,36,5,100000
720877083,0,50,Male,36,6,100000
715662258,0,49,Female,36,3,40000
715570533,1,48,Male,35,2,120000
758202858,0,47,Female,40,4,40000
712872183,0,35,Female,24,4,40000
710014683,0,31,Female,20,3,40000
716934333,0,50,Male,40,3,100000
778523733,0,38,Male,31,6,100000
716353083,0,39,Male,29,4,70000
753642933,0,52,Female,45,3,40000
708151008,0,49,Female,41,5,50000
789646158,0,49,Male,33,5,50000
712423233,0,44,Male,36,4,70000
719806233,0,36,Male,20,3,120000
786509358,0,44,Male,38,3,100000
711502908,0,44,Male,39,6,70000
748617858,0,35,Male,28,4,70000
721532583,1,45,Male,36,5,100000
789244308,0,56,Male,41,6,100000
709330383,0,37,Female,19,4,40000
719136183,0,48,Female,38,6,40000
716939358,0,43,Female,33,6,0
778155558,0,45,Male,38,3,100000
713461533,0,54,Male,38,4,100000
803776533,0,46,Male,41,3,70000
714857508,0,44,Female,36,5,0
720348933,0,44,Male,31,4,70000
721158108,0,38,Male,30,3,70000
789043008,0,55,Female,43,4,40000
713362158,0,50,Male,33,4,120000
712623258,1,42,Female,36,2,40000
708494583,0,49,Female,36,4,40000
718394658,0,31,Female,22,3,40000
719398158,0,51,Male,39,6,100000
711885258,0,47,Female,31,5,40000
789161358,0,30,Female,19,3,40000
787581858,0,46,Male,37,3,120000
779198133,0,45,Female,33,3,40000
708314808,0,53,Female,41,5,0
720508233,1,62,Male,42,3,50000
717134058,0,65,Female,36,5,0
783366483,0,44,Female,38,4,0
715412583,0,51,Male,36,6,50000
719562108,0,28,Female,20,6,40000
754457883,0,49,Male,42,4,40000
742552683,0,44,Female,31,6,40000
711455133,0,55,Male,36,5,120000
716387733,1,49,Male,36,1,70000
772571508,0,34,Female,24,4,40000
718815108,0,50,Male,38,3,100000
719266158,0,42,Male,35,5,100000
720708183,0,53,Female,36,5,50000
767523933,0,53,Male,45,4,70000
797466033,0,32,Male,26,3,50000
771886233,0,48,Male,37,6,70000
712612233,0,35,Male,22,3,70000
716516208,0,45,Male,36,4,100000
709950858,0,45,Male,35,4,100000
779882508,0,53,Female,37,5,50000
717472833,0,42,Male,32,6,100000
712665633,0,43,Female,30,6,40000
709562358,0,55,Female,43,6,40000
715391433,0,38,Male,33,5,70000
708722583,0,39,Female,36,5,40000
720452508,0,51,Female,37,4,0
714566958,0,44,Male,36,4,100000
816084333,0,42,Male,37,5,120000
806179683,0,63,Female,56,5,50000
806244183,0,39,Male,34,5,70000
787999533,0,52,Male,44,4,120000
718358808,0,57,Female,50,5,40000
718474683,0,36,Male,24,3,120000
716908158,0,42,Female,36,6,40000
713984208,0,52,Male,33,5,50000
713013483,0,40,Female,36,5,40000
754599558,0,40,Female,33,5,40000
788739633,1,38,Male,16,3,120000
712411908,0,44,Male,34,4,70000
717538683,0,43,Male,36,3,120000
709447908,0,45,Male,33,4,70000
816834933,0,34,Female,29,6,0
718963158,0,49,Male,40,5,120000
714358008,0,53,Female,36,3,0
720758808,1,38,Male,18,5,70000
708255633,0,36,Male,27,3,100000
716101308,0,48,Male,35,6,50000
715986258,0,53,Female,41,3,50000
715858008,1,49,Female,39,2,50000
806226933,0,37,Male,32,6,120000
708361833,0,44,Male,36,3,100000
778422933,0,42,Female,22,4,0
708957183,0,48,Male,36,3,50000
718000383,0,60,Female,51,3,0
714466458,0,49,Female,35,4,0
719608308,0,37,Male,29,3,70000
792995808,0,57,Female,51,5,50000
716211258,0,59,Female,49,6,40000
779289033,0,46,Female,28,4,0
719356008,0,39,Female,36,4,40000
718503108,0,40,Male,26,3,120000
779661033,0,49,Male,32,5,70000
813053733,1,53,Male,48,3,120000
718354683,0,59,Female,45,6,50000
720529308,1,63,Male,48,5,70000
787578183,0,36,Male,28,5,100000
737952333,0,64,Male,56,3,40000
779498058,0,39,Male,21,5,100000
799707858,0,50,Female,42,6,40000
719543208,0,38,Female,36,5,0
797743233,0,45,Male,39,3,70000
710658483,1,47,Male,34,2,50000
715399908,0,54,Female,45,5,0
710288883,0,40,Female,32,4,40000
719912808,0,52,Male,39,3,70000
720247158,0,63,Male,36,6,0
718672233,0,48,Female,38,3,0
789593058,0,46,Male,39,3,70000
710278458,1,52,Male,43,4,100000
714467733,0,45,Male,36,3,70000
803026008,0,48,Male,42,3,100000
772000533,0,59,Male,48,4,70000
811035483,1,47,Male,42,2,120000
715480983,0,55,Female,36,5,40000
819997983,0,53,Male,48,6,100000
807593058,1,41,Female,36,3,50000
720437358,0,40,Male,32,5,50000
719465733,0,52,Female,44,6,40000
711978858,0,59,Male,49,6,40000
814364808,0,36,Female,31,5,0
788820933,0,59,Male,42,3,70000
713316558,0,41,Male,29,3,70000
779856483,0,38,Male,22,4,100000
717085983,0,44,Female,25,6,50000
788030208,1,42,Female,33,1,40000
709914858,0,48,Female,36,4,40000
716111808,0,57,Female,49,5,40000
708618933,0,34,Male,13,6,120000
720446508,0,50,Female,36,5,40000
756488883,0,41,Male,34,6,100000
708414033,0,50,Male,38,6,50000
756727233,0,49,Male,42,3,120000
720379533,1,47,Male,36,1,120000
720340383,0,45,Female,25,4,40000
771453033,0,47,Male,35,5,70000
708747708,0,43,Male,33,4,100000
712460433,0,39,Male,25,4,50000
719801508,0,36,Male,23,6,120000
720983733,1,44,Male,36,2,70000
713657733,0,47,Male,36,5,70000
709955958,0,41,Female,33,4,40000
719099583,1,42,Male,34,3,50000
719513733,0,48,Male,41,3,100000
710654808,1,46,Male,36,3,100000
719651358,0,46,Female,33,3,0
718917408,0,46,Female,38,4,50000
808753758,0,52,Male,47,5,120000
711699183,0,56,Male,50,4,70000
711196458,1,38,Female,20,2,40000
772565883,0,41,Male,31,3,100000
717203958,0,51,Male,36,6,50000
769701258,0,26,Female,18,3,0
714933783,0,51,Male,37,5,70000
717650133,0,41,Male,28,5,70000
708707808,0,57,Male,45,4,70000
717331758,0,44,Male,32,6,120000
801385458,0,52,Male,46,5,120000
710605458,0,49,Male,39,6,70000
719570733,0,52,Male,39,3,70000
708646233,0,44,Female,36,3,0
766006758,0,63,Male,56,3,70000
710695083,0,44,Male,32,4,70000
709224033,1,53,Male,43,1,70000
795991758,0,47,Female,41,5,50000
709381383,0,49,Male,36,4,70000
810321933,0,35,Male,30,5,100000
716235783,0,45,Male,39,3,50000
758833758,0,45,Male,38,4,50000
713579733,0,36,Male,22,5,70000
804649833,0,42,Male,29,3,50000
780971583,0,46,Male,30,6,120000
804673308,1,49,Male,44,2,50000
788747358,0,50,Male,29,5,50000
713199558,0,57,Female,44,5,40000
713777883,0,46,Female,36,3,0
771081558,0,55,Male,42,3,120000
710229333,0,38,Male,20,6,50000
720406233,0,35,Female,36,5,40000
767784708,1,48,Male,41,2,70000
712052058,0,57,Male,48,3,50000
715278708,0,55,Male,36,5,70000
827049558,0,47,Male,43,3,100000
710248233,0,37,Male,28,5,50000
712146558,0,48,Female,30,3,40000
715179933,0,49,Female,36,6,0
709215708,0,49,Male,36,4,70000
710668458,0,48,Female,36,5,40000
718828083,0,52,Male,43,4,50000
720781158,0,44,Female,27,4,50000
716938383,0,41,Male,28,3,100000
709976358,0,51,Female,42,4,40000
715688958,0,45,Female,36,3,40000
721493883,0,49,Female,35,5,40000
709830783,0,47,Male,36,5,120000
715354983,0,44,Male,35,6,50000
713532858,0,42,Male,36,6,100000
721295658,0,62,Male,55,6,100000
720313083,0,32,Male,18,5,120000
720724008,0,43,Male,36,4,100000
712828533,0,62,Male,36,3,70000
717007458,0,46,Male,38,4,50000
710728458,0,62,Female,36,3,40000
717720108,0,42,Male,31,4,100000
720648483,0,39,Male,31,4,100000
770146008,0,59,Male,53,4,50000
714829683,0,43,Male,36,3,100000
717015333,0,52,Male,41,6,120000
757837458,0,59,Female,52,4,0
719240358,0,60,Male,50,4,70000
719036883,0,48,Female,38,3,40000
714000108,0,40,Female,36,5,0
720786033,0,55,Male,42,5,100000
708917133,0,48,Male,35,3,100000
818929158,0,36,Male,31,3,50000
709513458,0,49,Male,36,3,70000
717705858,0,40,Male,32,4,100000
716573058,1,54,Female,36,3,40000
827695683,0,40,Male,36,4,120000
819189108,0,63,Male,56,6,100000
716977758,1,44,Female,36,2,40000
714901383,0,44,Male,38,6,100000
718500633,0,45,Female,36,5,40000
713516433,0,36,Female,36,6,40000
715140933,0,45,Female,39,5,50000
712642533,0,38,Male,26,6,100000
721498008,0,44,Female,35,5,40000
717189183,0,35,Male,24,6,50000
708902883,0,55,Male,36,5,120000
817889583,1,61,Female,56,3,50000
717242058,1,43,Female,39,2,40000
715628733,0,40,Female,36,6,40000
716613933,0,51,Female,36,6,50000
712709508,0,48,Female,40,3,0
716306583,1,64,Male,36,3,40000
720026058,0,49,Male,36,6,100000
756397458,0,54,Female,47,6,40000
712644483,0,46,Male,39,5,70000
814489683,0,34,Female,29,3,40000
789111483,0,46,Male,34,5,100000
709573533,0,48,Male,34,5,50000
807137808,0,45,Male,40,4,70000
711861258,0,65,Female,36,3,40000
716660583,0,45,Male,37,4,50000
717222033,0,40,Female,28,3,40000
716617608,0,50,Female,36,6,40000
716786808,0,40,Male,30,3,70000
718882008,0,38,Male,27,6,120000
770975133,0,36,Male,23,5,40000
715234008,0,54,Female,36,6,50000
709326183,0,50,Male,40,6,70000
721233033,1,50,Male,38,1,100000
712319958,0,41,Male,29,4,100000
712198983,0,46,Male,36,3,70000
772103208,0,44,Female,33,4,0
779502333,1,50,Male,32,5,120000
718737708,0,45,Male,33,3,100000
821351958,0,40,Female,36,6,40000
716142858,0,46,Female,36,3,40000
826079508,0,48,Male,44,4,70000
773236983,0,47,Male,40,4,50000
826717533,0,42,Male,38,6,100000
789334458,0,43,Female,33,3,0
814092858,0,49,Female,44,5,0
708355683,0,46,Female,38,3,0
803124408,1,41,Female,35,2,0
789964983,1,45,Male,36,2,50000
720303933,0,40,Male,36,6,100000
708665133,0,40,Male,28,6,100000
828236133,0,49,Male,45,4,50000
712000758,0,51,Male,39,5,120000
715378383,0,43,Female,36,4,0
769985883,0,45,Male,39,6,100000
709297608,1,38,Male,26,3,100000
716971833,0,40,Female,29,5,0
801373833,0,49,Male,43,3,50000
716040783,0,45,Female,36,3,40000
817977933,1,63,Female,56,5,40000
827055333,0,43,Male,39,5,50000
772116408,0,50,Male,39,4,50000
734924658,0,47,Female,36,5,40000
711775383,0,63,Male,36,6,70000
715019058,0,30,Female,36,3,40000
780715683,0,41,Male,30,4,70000
827341383,0,38,Male,34,5,40000
708757233,0,44,Female,32,4,40000
710504283,0,50,Male,39,6,100000
713919183,0,50,Male,39,5,100000
713171358,0,46,Female,36,6,40000
773140683,0,51,Male,43,4,70000
716358033,0,53,Female,43,6,40000
826410708,0,40,Male,36,3,70000
789717708,0,49,Female,37,5,50000
711679533,0,54,Male,43,3,120000
711342483,0,50,Male,36,5,100000
720242733,0,45,Male,36,5,40000
721213833,0,46,Female,32,4,0
756624183,0,51,Female,44,6,40000
717622308,0,63,Female,36,4,40000
714629358,1,54,Female,34,2,50000
744307008,0,51,Male,44,4,70000
708871158,0,60,Male,42,4,70000
710979033,0,30,Male,20,3,50000
818903583,0,44,Male,39,5,70000
712980333,0,33,Male,36,6,70000
717655458,0,40,Female,28,5,50000
822112383,0,52,Male,48,5,70000
711538758,1,39,Male,36,1,70000
719987733,1,51,Female,38,3,50000
719184783,0,51,Female,41,3,0
715857183,0,46,Male,36,3,70000
719657583,1,44,Male,40,2,50000
789713208,1,62,Female,50,6,40000
802031583,0,53,Male,47,6,100000
711529383,0,47,Female,41,4,50000
715371108,1,45,Male,40,3,100000
712988958,0,42,Male,33,5,70000
713005908,0,47,Female,36,5,50000
712236483,0,41,Female,36,5,40000
711852783,0,46,Male,36,3,70000
780056733,0,36,Male,22,3,50000
796903083,1,47,Female,36,2,50000
716014983,0,56,Female,48,6,40000
712521783,0,54,Male,47,6,100000
780045708,0,42,Female,26,6,50000
719488008,0,39,Female,36,3,40000
771575058,0,45,Male,33,4,40000
772137183,1,52,Male,41,1,120000
779709033,0,46,Male,29,6,70000
709716258,0,48,Male,36,3,100000
737986083,0,46,Male,39,4,70000
713343333,0,42,Male,29,4,50000
779331558,0,45,Female,27,6,40000
714973758,0,50,Female,36,4,40000
718009158,0,50,Female,41,4,40000
789597408,0,39,Female,32,5,50000
712165308,0,45,Female,36,4,0
821768658,1,52,Male,48,4,120000
719341683,0,42,Male,31,3,120000
708637758,0,49,Female,37,4,0
779974758,0,51,Male,40,6,120000
821815458,0,48,Male,44,5,70000
711708408,0,52,Female,43,4,0
812449758,1,43,Male,38,2,70000
715682208,0,49,Male,36,4,100000
719914908,0,37,Male,36,3,40000
714744783,0,48,Female,36,3,40000
710809833,0,40,Male,27,3,100000
720942333,0,49,Male,36,4,50000
