customerid,churn,age,gender,tenure,numofproducts,estimatedsalary
15641114,0,37,Male,8,1,120031.29
15682435,0,35,Male,4,2,104076.51
15751788,0,28,Male,9,1,175853.64
15672598,0,30,Male,9,1,175795.87
15762803,0,31,Male,3,2,15360.91
15812982,0,38,Male,2,1,168460.12
15597901,0,34,Male,1,1,181177.9
15731507,0,33,Female,1,1,58363.94
15809826,1,46,Female,2,1,20276.87
15764237,0,33,Male,9,2,91514.62
15769917,0,34,Female,1,3,76703.1
15641850,0,40,Male,0,1,110887.14
15770974,0,37,Female,8,2,109843.16
15803749,1,41,Female,4,2,12577.21
15684999,0,26,Female,4,2,179365.1
15770225,0,36,Male,9,2,65816.53
15627484,0,47,Female,5,1,124170.9
15610337,0,35,Male,2,1,175015.12
15752488,0,31,Female,9,1,115441.66
15610056,0,34,Female,6,2,128247.03
15806049,0,49,Female,5,1,141914.94
15736069,1,35,Female,6,1,115566.57
15763662,0,43,Male,2,2,175423.69
15615575,0,34,Male,8,2,133447.49
15691723,0,55,Male,9,1,114474.98
15774098,0,38,Male,3,2,52044.66
15750808,0,46,Male,2,2,180290.68
15744368,0,58,Male,6,1,132034.13
15610594,0,37,Female,8,2,20968.88
15756125,0,44,Male,5,2,158735.1
15623277,0,30,Female,8,2,196134.44
15795954,0,35,Male,2,1,22374.97
15671969,0,36,Male,8,2,161668.15
15791268,0,38,Male,0,1,67339.34
15713655,1,38,Female,10,2,56229.72
15633930,1,56,Female,6,2,140991.23
15712849,1,41,Male,3,1,177644.52
15639077,1,30,Female,2,3,142342.55
15808784,0,28,Male,2,2,154559.28
15648577,1,31,Female,3,1,176570.28
15670345,0,33,Female,6,1,191961.83
15633112,1,42,Male,3,2,9452.88
15714397,0,30,Female,2,2,165257.31
15780038,1,38,Male,6,1,169763.89
15756305,0,66,Female,6,2,160663.11
15578799,1,58,Female,10,1,192072.1
15800326,0,39,Female,6,2,93275.61
15785485,0,41,Female,2,1,112269.67
15783958,0,37,Female,1,2,2186.83
15727546,0,35,Male,9,2,43075.7
15739576,0,20,Male,8,2,12368.11
15631333,0,25,Female,8,1,42410.21
15604782,0,33,Female,7,1,190430.81
15589643,0,41,Female,7,1,138394.37
15585533,0,36,Male,6,1,172501.38
15681506,0,43,Male,1,2,197916.43
15630551,0,33,Male,2,1,7035.36
15698349,0,35,Female,4,2,159676.55
15776631,0,36,Female,5,1,80603.99
15762216,0,41,Female,4,2,187599.8
15623927,0,55,Male,9,2,94450.97
15681402,0,61,Female,1,1,143981.27
15586264,1,43,Male,2,1,26450.57
15594685,0,49,Female,2,2,164482.92
15812945,0,29,Female,0,1,84012.81
15734628,0,35,Female,5,2,101192.08
15629323,1,37,Female,4,2,175324.74
15666823,0,39,Male,4,2,197226.32
15777553,1,56,Female,9,1,99504.03
15613097,0,33,Female,4,2,83700.66
15622217,1,38,Female,8,2,28226.15
15703588,0,25,Male,5,2,35321.65
15570835,1,57,Female,4,1,41229.73
15679299,0,27,Female,7,1,78970.58
15808044,1,65,Female,9,3,107890.69
15579208,0,48,Female,6,2,191870.28
15684951,1,59,Female,2,2,7905.06
15667620,0,43,Female,6,2,65731.53
15582960,0,33,Female,5,1,145698.73
15590730,0,34,Male,9,2,50046.25
15763747,0,36,Male,7,2,60830.24
15778320,0,40,Female,5,1,158853.98
15642787,0,37,Male,1,1,111243.09
15624633,0,45,Male,9,1,171014.69
15766765,0,39,Male,7,1,170835.32
15783615,1,50,Male,3,4,47775.34
15640161,0,44,Male,5,2,139297.71
15619889,0,26,Male,4,1,195167.38
15579166,0,30,Female,7,1,160948.87
15789097,1,48,Male,8,2,44965.54
15674880,0,50,Male,2,2,52137.73
15778157,0,27,Male,8,2,109296.18
15779064,0,27,Male,2,2,20092.89
15801265,1,45,Female,0,1,197804.0
15589204,0,33,Male,9,1,118782.06
15664543,1,40,Male,7,1,152876.13
15582714,1,47,Male,9,1,135655.29
15797595,0,40,Female,9,1,103970.58
15614034,0,61,Male,2,2,35786.76
15763171,0,25,Female,2,1,25325.07
15647266,0,45,Female,10,1,18732.84
15757577,0,61,Female,8,2,118522.73
15736656,0,49,Female,4,2,89972.25
15635078,0,45,Male,0,1,187194.15
15680141,0,35,Female,7,1,106785.7
15576945,0,29,Male,0,1,142516.35
15602034,0,34,Female,2,1,73334.43
15732020,0,57,Male,6,2,186612.47
15611029,0,33,Female,4,1,123613.81
15621210,1,46,Male,9,1,31368.08
15569222,0,32,Male,6,1,40066.95
15664639,0,19,Male,9,1,175969.19
15724223,1,55,Female,5,1,10034.77
15644621,0,40,Female,9,2,151167.94
15756056,0,28,Female,3,2,191387.76
15700353,0,37,Female,6,2,51229.17
15624388,1,50,Female,5,1,87351.42
15627212,0,36,Female,2,1,48984.95
15648005,0,33,Male,2,2,182738.0
15681446,0,37,Female,9,1,153535.27
15775888,0,38,Female,5,1,125079.65
15749019,0,45,Male,6,2,162321.26
15709928,0,41,Female,1,2,3414.72
15784676,0,51,Male,6,2,165082.25
15748116,0,29,Female,2,1,52021.39
15612193,0,29,Male,10,2,148256.43
15762984,0,35,Male,7,2,122899.01
15613713,0,30,Male,5,1,10771.46
15664204,0,29,Male,2,2,18255.51
15639415,0,35,Male,3,1,183566.78
15806332,0,39,Female,5,2,175224.12
15614929,0,28,Male,0,2,147913.56
15695492,0,29,Female,6,1,180598.66
15635972,0,36,Male,8,2,186136.48
15616380,0,37,Female,1,2,7455.2
15581440,1,48,Female,6,2,80552.11
15654390,1,33,Male,7,1,25722.28
15660688,0,35,Female,9,2,170996.86
15806307,0,37,Male,3,2,20603.32
15647975,0,26,Male,5,1,141763.26
15595728,1,41,Male,0,1,122284.38
15735388,0,25,Female,7,2,190011.85
15788535,0,44,Male,5,1,128046.98
15765902,0,38,Male,5,2,135662.17
15642345,1,49,Female,4,1,7571.51
15641250,0,38,Male,9,1,23596.24
15706163,1,46,Male,4,1,92727.42
15746708,1,55,Male,7,1,65156.83
15775203,0,45,Male,3,1,60151.77
15787907,1,42,Female,5,3,149097.38
15646764,1,58,Female,3,2,35199.24
15678284,1,35,Male,7,3,129451.29
15726791,1,45,Female,2,1,145134.49
15813144,0,26,Female,7,2,192709.69
15669342,0,35,Male,2,2,139083.7
15710366,1,42,Female,1,1,83629.6
15614934,0,37,Female,4,1,35625.41
15588701,0,38,Female,4,2,35338.96
15665438,0,43,Male,1,1,15602.8
15644896,0,32,Male,3,1,182355.21
15670205,0,41,Female,5,1,89327.67
15635776,0,43,Female,5,2,151903.6
15791053,1,45,Male,4,1,11.58
15644005,0,33,Female,9,2,77519.62
15796343,0,31,Female,2,2,91423.69
15751057,0,32,Male,5,1,106287.77
15623430,0,34,Male,9,2,161800.77
15682600,1,39,Male,9,1,80582.34
15769312,0,48,Male,10,2,185094.48
15708212,1,54,Female,7,1,172586.89
15650258,0,35,Female,2,1,195649.79
15604345,0,22,Female,9,1,145792.01
15578297,1,43,Female,1,1,138510.01
15671789,0,31,Male,3,2,168895.06
15726186,0,29,Male,4,2,97983.44
15764618,0,39,Female,6,1,85167.88
15730738,0,31,Male,9,2,18210.36
15637650,0,50,Male,9,2,13608.18
15606267,0,38,Female,4,1,110457.99
15625904,0,26,Male,9,2,31231.35
15654463,0,34,Male,4,2,141582.66
15774151,1,41,Female,7,1,14666.35
15693259,0,30,Male,1,1,55400.17
15642468,0,42,Male,9,2,174667.65
15758531,0,40,Female,10,2,154189.08
15728352,0,27,Male,4,1,142170.44
15637240,0,46,Male,4,2,94499.06
15595588,0,39,Female,4,2,182081.45
15778395,1,34,Male,4,2,68562.26
15711825,0,35,Female,1,2,88798.02
15599251,0,32,Male,7,2,113781.99
15570004,0,31,Male,3,2,121866.87
15656912,0,51,Male,4,1,150390.57
15657342,1,28,Male,4,1,60708.72
15716284,0,43,Male,9,2,78858.07
15672374,1,52,Male,8,1,56407.42
15732476,0,27,Female,3,2,125698.97
15747724,0,34,Female,10,1,23235.38
15633877,0,42,Female,8,1,75732.25
15672516,0,51,Male,7,2,179861.79
15607827,0,34,Male,4,2,42976.64
15751336,0,30,Male,3,2,10486.69
15646539,0,31,Male,3,1,56794.73
15756901,0,26,Female,4,2,28157.34
15809286,1,37,Male,8,2,152422.91
15759021,0,35,Male,9,1,167033.83
15725039,0,32,Male,8,1,126082.18
15579130,1,43,Female,0,1,181499.77
15754112,0,55,Male,7,2,41967.03
15735522,0,37,Male,2,2,186300.59
15613326,0,33,Female,1,1,85412.54
15739502,0,31,Female,9,2,23343.18
15670914,0,38,Male,2,2,180698.32
15604073,0,25,Female,8,1,136071.05
15806027,1,52,Female,9,1,175149.2
15574886,0,32,Male,6,1,146949.74
15707120,0,46,Male,9,1,88920.68
15800845,0,33,Female,8,1,45098.62
15603914,1,40,Male,6,1,20339.79
15722765,0,57,Female,0,1,108528.74
15783305,0,46,Female,7,1,145560.38
15574842,0,25,Female,2,3,199357.24
15607837,0,29,Female,4,1,43106.17
15714877,0,29,Female,10,2,137508.31
15782941,0,31,Male,2,2,91957.39
15630167,0,39,Female,4,1,120612.11
15759038,0,41,Female,3,1,102921.17
15661821,1,49,Female,5,1,31686.33
15728006,0,40,Male,2,1,180002.42
15712176,0,31,Male,8,2,28407.4
15689351,1,41,Female,4,1,73743.95
15782247,1,22,Male,4,3,186233.26
15769064,1,39,Male,3,1,31728.86
15718153,0,74,Female,6,1,48244.64
15613189,1,52,Female,2,1,113266.28
15661734,0,42,Male,8,2,71178.09
15592645,0,37,Male,4,2,25684.93
15768387,0,41,Male,8,2,29737.14
15792525,1,61,Female,1,1,149922.38
15586976,1,42,Female,6,1,180702.12
15790659,0,59,Male,7,2,27597.59
15691446,0,29,Male,10,2,95025.27
15772632,0,34,Female,1,2,167035.07
15706587,0,57,Male,0,2,116781.71
15572461,0,29,Female,4,2,21170.81
15654409,0,34,Female,5,1,29641.58
15568025,0,51,Male,8,1,116520.07
15715769,0,26,Male,2,1,44220.4
15667458,0,28,Male,10,1,166188.28
15567980,1,46,Female,5,1,140857.76
15679294,0,46,Female,10,2,37024.28
15606507,0,24,Male,5,2,27513.47
15578825,0,29,Female,0,1,17744.72
15619935,0,59,Female,9,1,4423.63
15636089,1,51,Female,1,1,109718.44
15727490,1,47,Male,5,1,107243.31
15591766,0,25,Female,4,1,115288.24
15641629,0,38,Female,1,2,41233.97
15813303,0,88,Male,10,2,52952.24
15756920,1,63,Male,9,1,78955.8
15726403,1,41,Male,1,1,26025.6
15592765,0,40,Male,8,1,174536.17
15704442,1,53,Female,9,4,147311.47
15641136,0,32,Male,2,2,77965.44
15725818,0,40,Male,4,1,5635.63
15612071,0,32,Female,10,1,81310.1
15719809,0,32,Male,3,2,111421.45
15716518,0,27,Female,4,2,190269.21
15742210,0,38,Male,9,1,100950.48
15630617,1,36,Male,6,1,113033.73
15720838,0,31,Female,3,1,120663.57
15595537,0,49,Male,9,2,187192.23
15623196,0,38,Male,6,1,97825.23
15679249,1,57,Female,4,1,169621.69
15693199,1,37,Female,8,2,191557.1
15661219,0,32,Male,10,2,103287.62
15617136,0,38,Female,9,1,167538.66
15760294,1,41,Female,8,1,64869.32
15652808,0,41,Female,5,1,102426.06
15657139,0,40,Female,8,2,107876.2
15803790,0,37,Male,2,2,37294.88
15764105,0,57,Female,1,2,89248.99
15672610,0,40,Male,4,1,91973.63
15766896,0,37,Male,3,2,16870.2
15587735,0,39,Male,6,1,121681.19
15659501,0,38,Female,6,1,33730.43
15745001,0,36,Female,7,2,104786.59
15651140,0,32,Female,3,1,94790.34
15571148,0,21,Female,1,2,28726.07
15776824,0,28,Male,6,1,67057.27
15633141,0,35,Female,4,1,69079.85
15764174,0,26,Female,4,2,179780.74
15778155,1,31,Female,3,1,183572.39
15715920,0,23,Male,10,1,142587.32
15671917,0,46,Male,5,1,177844.06
15666548,1,56,Female,2,3,197634.11
15625623,0,45,Female,4,2,121053.19
15748123,0,20,Male,3,2,149613.77
15648735,0,37,Male,8,2,142.81
15634974,1,37,Female,8,4,131766.67
15713378,0,38,Male,10,2,53311.78
15753370,0,38,Female,5,1,107665.02
15782659,0,32,Male,0,1,109523.88
15583364,0,32,Female,6,1,112132.86
15625942,0,45,Female,0,2,113645.4
15720284,0,37,Female,4,1,180890.4
15679642,0,44,Male,8,2,70974.13
15628007,0,33,Male,1,2,53379.52
15661974,0,46,Male,2,1,158531.01
15689341,1,50,Female,10,4,179267.94
15607993,0,52,Female,2,1,84606.03
15693267,0,34,Female,7,1,56984.58
15769522,0,51,Male,1,1,116912.45
15755825,0,39,Male,10,2,102999.33
15598175,0,26,Female,4,2,132801.57
15744327,1,40,Male,4,1,85455.62
15798666,0,36,Female,6,2,98657.01
15577064,0,36,Male,2,2,107948.72
15759436,1,50,Female,2,3,67944.09
15690231,0,62,Female,0,2,192892.05
15751561,1,61,Male,7,1,187247.56
15739068,0,25,Male,4,2,114722.42
15758056,0,35,Male,1,2,111687.57
15742269,0,24,Female,1,2,184182.25
15726490,1,52,Male,4,1,52759.82
15738411,0,34,Male,10,1,126451.14
15727919,0,29,Female,6,2,12048.67
15709396,0,42,Male,6,2,95804.33
15654106,0,26,Male,8,2,197911.52
15621653,0,29,Female,10,1,182531.74
15598086,1,45,Female,3,1,168002.31
15752300,0,47,Male,4,1,79450.61
15658693,0,60,Female,2,2,60615.83
15631838,0,61,Male,5,2,8643.21
15803804,0,35,Female,5,1,172172.7
15578809,1,40,Male,1,2,174434.06
15752026,1,58,Male,3,1,194930.3
15723706,0,33,Female,0,1,137476.71
15752838,0,38,Male,6,2,94415.6
15569571,1,46,Female,6,2,120376.87
15769703,1,45,Female,8,1,97623.42
15679770,1,61,Female,3,4,66238.23
15791102,1,41,Male,9,3,131710.59
15655192,0,24,Female,1,2,69052.87
15709487,0,34,Male,5,2,56780.97
15687130,0,43,Female,0,1,170072.9
15755178,1,50,Male,1,3,191849.15
15634772,0,59,Female,0,1,84803.76
15617197,1,50,Male,4,2,31840.59
15631240,1,36,Female,8,2,12096.61
15784301,0,42,Male,0,2,44165.84
15631310,0,53,Female,3,1,91406.62
15756560,0,46,Female,7,2,83282.21
15732270,1,71,Male,8,1,198446.91
15739357,0,30,Male,2,1,7554.68
15771540,0,38,Male,9,1,80416.16
15567486,0,41,Female,4,2,164549.74
15714634,0,26,Male,4,2,175477.03
15727021,0,30,Female,8,2,137903.54
15650670,0,40,Female,2,2,93795.86
15711834,1,30,Female,6,1,67997.13
15729763,0,34,Male,1,1,49492.15
15646566,0,58,Female,9,1,35825.18
15645463,0,27,Female,5,2,67494.23
15672144,1,38,Female,6,1,73963.17
15596088,0,50,Female,4,2,145159.26
15614878,0,29,Female,6,1,123850.58
15635240,0,42,Male,1,2,23822.04
15775905,1,47,Female,6,1,45750.21
15700657,0,40,Female,2,1,159773.14
15611905,0,31,Female,5,1,84238.63
15652527,0,44,Male,7,1,72330.46
15785865,0,58,Male,9,2,26767.85
15645942,0,40,Male,2,2,164768.82
15688691,1,51,Female,9,2,1112.76
15592736,1,54,Male,5,1,176680.16
15673529,0,36,Male,4,2,43999.64
15724145,0,29,Male,8,1,140746.13
15704629,0,32,Female,1,1,152790.92
15597896,1,30,Male,0,1,81537.85
15731790,1,38,Female,6,1,7387.8
15634719,0,31,Male,0,2,183038.33
15703205,0,46,Female,5,2,138849.06
15567333,0,31,Female,7,2,170333.38
15754537,0,40,Male,0,1,60416.76
15612030,0,28,Male,9,2,100240.2
15573242,0,50,Male,6,1,2704.98
15601892,0,33,Male,8,2,68815.05
15663885,0,32,Male,5,1,64839.23
15701096,0,44,Male,8,1,144494.94
15710450,0,22,Male,7,1,185510.34
15790846,0,38,Male,2,1,56055.72
15658956,0,40,Male,6,2,155061.97
15755223,0,53,Male,7,2,119817.19
15787318,1,47,Female,6,1,16259.64
15737310,0,29,Male,10,1,184654.87
15763665,0,28,Female,4,2,5278.78
15668818,0,40,Female,2,1,113244.73
15765812,0,48,Male,1,2,8908.0
15704844,0,62,Male,7,1,64490.67
15744582,1,24,Female,10,3,154971.63
15616700,0,41,Female,9,2,155786.39
15683521,0,28,Male,0,2,129084.82
15583049,0,34,Female,7,1,188533.11
15643752,0,25,Male,5,1,13411.67
15620398,0,34,Female,5,2,15733.19
15715707,0,32,Male,3,2,73127.61
15814209,0,31,Male,1,1,101704.19
15733768,0,32,Male,1,1,101986.16
15755242,0,46,Female,2,1,114442.66
15729412,0,38,Male,4,1,15669.17
15746564,0,42,Male,3,1,157486.1
15588446,0,34,Male,3,2,131281.28
15665221,0,26,Male,7,2,197001.15
15640846,1,58,Female,3,4,128881.87
15700209,0,63,Male,9,1,85101.0
15658360,0,35,Male,9,2,149822.04
15602735,1,45,Male,6,4,108040.86
15724834,0,30,Female,1,2,135795.53
15800062,1,49,Male,8,1,25867.67
15685300,0,35,Male,6,2,130483.56
15760102,0,36,Female,5,1,183479.12
15787026,0,27,Male,0,2,77027.34
15653696,0,28,Female,9,2,94141.75
15788946,0,29,Female,3,1,4092.75
15600724,0,29,Male,5,1,109257.59
15574324,0,29,Female,2,2,104617.99
15707144,0,25,Male,6,2,167705.07
15775891,1,48,Male,2,1,103712.05
15711789,1,42,Female,3,1,161242.99
15600879,0,36,Female,3,2,6089.13
15681196,0,35,Male,1,1,159777.37
15716000,0,48,Male,2,2,7919.08
15766776,0,41,Male,1,1,188274.6
15680278,1,42,Female,9,1,27608.12
15688637,0,27,Female,4,2,183569.25
15591179,0,30,Male,2,2,145537.32
15677435,0,29,Female,0,2,164717.95
15698619,0,43,Male,9,2,76357.43
15581036,1,40,Female,3,2,120158.72
15622117,0,31,Female,8,2,151843.54
15599301,0,28,Female,6,1,5698.97
15581548,0,22,Female,5,1,122865.55
15586870,0,27,Male,4,1,152665.85
15735263,0,27,Male,5,1,192131.77
15765322,0,23,Male,5,2,62851.6
15582944,0,39,Female,5,2,140941.47
15687162,1,51,Male,9,1,56767.67
15644962,0,21,Male,4,1,177235.23
15612615,0,37,Female,6,2,86242.18
15813439,0,33,Male,5,1,34215.58
15604544,0,40,Male,4,2,44406.17
15761348,0,38,Female,0,2,165196.65
15785078,0,26,Male,3,1,34542.41
15759874,1,44,Male,3,1,74838.64
15643658,0,53,Male,2,2,36980.54
15713267,0,34,Female,5,2,111676.63
15737782,0,29,Male,9,1,25858.68
15815490,1,40,Male,2,3,177028.0
15679410,1,62,Female,4,1,30990.16
15756241,0,44,Female,2,1,136915.15
15688409,1,28,Female,2,1,108457.99
15742272,1,44,Female,8,1,131609.48
15717898,0,32,Male,2,1,159737.56
15769582,0,29,Male,3,2,142238.54
15635660,1,30,Male,9,1,105890.55
15576723,0,37,Female,7,2,194270.91
15591577,0,35,Male,3,1,105443.47
15582325,1,52,Male,2,1,173899.42
15693947,0,19,Female,5,2,122823.34
15760446,1,64,Female,9,1,13181.37
15611105,0,35,Male,7,2,140780.8
15630920,0,34,Male,2,2,78560.64
15574910,0,50,Male,2,1,185855.21
15756472,0,25,Male,7,1,128276.95
15682890,0,38,Male,5,2,140197.42
15641994,1,43,Male,1,1,32462.39
15733297,0,38,Female,10,1,162253.9
15767793,0,38,Female,10,2,30498.7
15725698,0,35,Female,4,1,90280.7
15813532,0,39,Female,5,2,32615.21
15576760,0,36,Male,5,2,196142.26
15732102,0,27,Female,3,2,16998.72
15739046,0,23,Female,9,1,62980.96
15631927,0,28,Female,7,2,185660.3
15672115,0,60,Male,6,2,77331.77
15618765,0,42,Female,0,1,97338.62
15679148,0,44,Male,3,2,67234.33
15728474,0,32,Male,4,1,143783.28
15636999,1,38,Male,8,1,77661.12
15754261,0,42,Male,2,2,89123.99
15629150,0,37,Female,1,2,70810.8
15736274,0,31,Male,8,2,17550.49
15627697,0,34,Male,2,2,21497.27
15721585,0,29,Male,3,2,124749.08
15639946,1,39,Female,8,3,36051.46
15792176,0,40,Female,0,1,143681.83
15699450,0,48,Male,7,2,150694.58
15729954,1,28,Female,5,3,170487.4
15600103,0,29,Female,8,1,97684.46
15786200,0,31,Male,4,2,53520.03
15797010,0,31,Female,2,2,15200.61
15670172,0,30,Female,4,1,196894.62
15627352,1,46,Male,7,1,4969.13
15622494,0,27,Male,2,2,26229.24
15585835,0,34,Female,4,2,134034.32
15595071,0,22,Male,9,1,198032.93
15628203,0,38,Female,3,1,119882.86
15667190,0,21,Female,1,1,133102.3
15780212,0,37,Male,4,1,176395.02
15766869,0,37,Male,1,2,193179.88
15775741,0,28,Female,9,2,125062.02
15628170,0,32,Female,9,1,143287.58
15701318,0,67,Male,9,1,87236.4
15710928,0,55,Female,8,1,93769.89
15682547,0,38,Male,1,1,88965.46
15631170,0,45,Male,3,2,30793.61
15648702,0,70,Male,6,2,74532.02
15783444,0,39,Female,3,1,113086.08
15809178,1,42,Female,9,1,32574.01
15806688,1,56,Female,8,3,130113.78
15576824,1,44,Female,3,3,104722.47
15675422,0,32,Female,9,1,14559.62
15681550,0,41,Female,8,1,598.8
15812628,0,38,Female,8,1,129697.99
15597951,0,58,Female,4,1,36315.03
15807045,0,37,Female,3,1,1114.12
15581748,0,57,Male,2,2,70954.41
15770420,0,46,Male,10,2,73470.98
15608230,0,23,Male,1,2,91573.19
15730339,0,30,Male,3,1,3154.95
15712584,0,33,Female,7,2,88187.81
15592816,1,48,Female,1,1,118855.26
15641480,0,32,Male,5,1,125256.53
15708505,0,37,Female,7,2,39016.43
15791131,0,30,Female,2,1,145796.49
15618225,0,36,Male,8,2,168816.22
15644724,0,31,Male,4,2,73322.0
15662098,1,41,Male,3,3,113677.53
15723894,0,45,Male,7,1,124607.7
15787699,0,34,Male,4,1,11276.48
15687738,0,38,Female,8,2,136620.64
15576126,0,41,Female,2,1,70523.92
15658889,1,22,Male,4,1,51980.25
15667046,0,38,Male,7,1,113481.02
15669957,0,52,Male,9,1,49025.79
15655794,0,36,Male,8,2,145937.99
15599829,0,35,Female,10,2,25161.61
15753332,1,48,Male,8,1,175753.55
15671124,0,25,Male,6,1,24903.09
15767474,1,57,Female,9,3,169719.35
15720671,0,42,Male,8,2,179565.57
15626787,1,31,Female,8,1,115337.74
15774491,0,28,Female,6,2,48131.92
15579647,0,42,Male,0,1,160828.98
15625522,0,31,Male,7,2,145151.96
15765806,0,29,Male,1,1,196293.76
15566708,1,45,Female,4,2,161653.5
15668347,0,36,Male,6,2,84635.64
15575214,0,37,Male,7,1,159486.76
15591123,0,68,Male,2,1,38596.34
15573280,0,50,Male,6,2,27814.74
15589018,0,28,Male,3,2,183893.31
15654495,0,47,Female,6,1,140803.7
15597265,0,38,Male,7,2,146585.53
15733876,0,36,Male,9,2,40062.29
15677217,0,30,Male,1,1,181300.32
15747265,0,27,Female,10,1,84136.12
15713379,0,26,Male,4,2,197594.34
15730433,1,38,Female,1,1,125953.83
15693347,0,32,Female,5,2,75465.41
15715465,0,28,Male,7,1,177737.07
15680736,0,72,Female,6,2,7144.46
15610765,0,29,Male,1,2,155639.76
15650034,0,28,Female,1,1,162428.05
15782468,1,51,Male,3,2,12457.76
15685109,0,39,Male,7,2,14917.09
15776233,1,61,Female,8,1,182184.09
15761141,0,71,Female,10,2,129984.2
15781702,0,38,Male,9,2,194872.97
15790235,0,40,Male,8,2,117507.11
15641416,1,61,Female,9,2,157527.6
15775234,0,24,Male,8,2,92612.88
15659475,0,33,Female,6,2,74850.84
15642202,0,37,Female,5,2,127413.0
15771417,1,43,Male,7,1,69584.3
15585100,1,40,Female,9,1,198814.24
15700487,1,46,Male,6,3,162643.15
15726589,0,39,Male,1,1,114092.52
15747503,1,44,Male,0,1,68860.3
15595883,0,39,Male,4,1,16150.34
15663826,0,66,Female,3,1,115227.02
15742820,0,45,Female,2,2,170621.55
15624793,0,23,Male,5,1,103099.22
15597930,1,52,Male,8,1,172495.81
15665110,0,25,Female,7,1,38772.82
15770719,0,39,Female,6,1,44946.29
15731327,0,27,Male,2,2,146007.7
15576044,0,28,Male,6,1,145558.42
15775662,0,43,Male,8,1,193312.33
15646817,0,51,Male,9,2,40257.79
15596060,0,29,Male,8,1,46677.9
15723299,1,53,Male,4,1,153887.93
15636982,0,43,Female,7,1,103108.33
15751175,0,44,Female,2,2,58652.23
15618936,1,51,Female,5,1,91624.11
15787529,1,38,Male,0,1,65986.48
15780128,0,33,Male,3,2,113845.19
15615991,0,42,Male,7,1,67607.9
15757001,0,32,Female,2,2,145471.94
15595388,0,30,Female,10,2,124071.71
15699550,0,34,Female,9,2,67502.12
15581620,0,28,Male,2,3,78707.97
15600934,1,52,Female,7,1,171189.83
15738672,0,40,Female,2,2,149381.32
15721307,0,37,Male,1,2,100335.55
15619280,0,25,Male,4,2,152698.24
15768244,0,30,Female,8,2,41192.95
15806837,0,37,Male,4,1,132540.33
15643496,0,34,Female,5,2,96875.52
15813916,0,31,Female,1,1,152305.47
15626385,0,33,Female,10,2,49672.01
15603582,0,34,Female,3,1,133997.53
15764351,0,59,Female,5,1,50454.8
15667938,0,32,Male,9,2,16402.11
15576360,0,40,Male,1,1,67803.83
15628813,0,43,Female,4,1,9241.78
15584190,0,36,Male,7,2,100601.73
15716449,0,33,Male,9,1,98734.15
15759913,0,43,Male,6,2,160574.09
15701555,0,53,Male,1,2,26015.8
15758482,0,32,Female,0,2,187172.54
15758171,0,20,Male,4,1,55763.66
15680346,0,40,Male,8,1,75848.22
15649124,0,30,Male,9,1,40313.47
15812917,0,35,Male,6,2,23864.21
15768455,0,60,Male,8,2,51380.9
15703059,0,49,Female,6,1,93551.36
15646196,0,36,Female,2,2,169415.54
15585451,0,32,Female,1,1,6935.31
15714057,0,40,Male,4,2,25399.7
15748473,0,38,Male,5,2,66256.27
15785782,1,48,Male,2,1,114709.13
15693233,0,38,Male,6,2,158357.97
15757521,0,35,Male,2,1,164815.59
15812513,1,45,Male,10,1,132127.69
15674950,0,39,Male,4,2,146637.45
15678572,1,38,Male,7,2,90256.06
15713608,0,41,Female,5,2,34827.43
15579262,0,41,Male,9,1,22074.48
15610426,0,39,Female,5,1,109805.17
15776454,1,48,Female,5,1,100478.6
15771483,0,40,Male,6,2,97416.34
15648489,1,53,Male,4,1,24207.86
15646609,0,33,Male,1,1,69132.66
15693203,0,75,Female,5,2,9376.89
15813067,1,45,Female,3,1,43046.7
15769829,0,51,Male,3,2,20856.31
15662434,0,25,Male,3,2,187048.72
15773503,0,32,Male,4,2,53420.53
15705890,0,45,Male,7,1,37013.29
15711398,0,25,Female,6,2,89566.64
15752375,0,33,Male,8,1,149913.84
15659175,0,43,Female,9,2,18066.69
15597033,0,37,Male,8,1,26912.34
15590228,0,21,Male,6,1,173511.72
15631848,0,26,Female,9,1,146785.44
15654211,0,27,Female,1,1,1050.33
15707968,1,36,Male,8,2,89587.34
15594084,0,22,Male,9,2,74405.34
15651093,0,55,Female,1,2,54409.48
15798824,0,38,Male,0,2,3647.57
15671591,1,52,Male,3,4,198874.52
15707189,0,36,Female,1,1,53412.54
15733581,0,32,Male,9,1,194867.78
15641640,0,33,Female,7,1,150452.88
15585284,0,35,Female,7,1,57807.05
15617866,0,67,Male,5,2,107534.32
15667751,0,36,Female,1,1,194073.33
15669411,1,52,Female,6,1,126233.18
15789425,1,37,Female,8,2,182354.46
15570943,0,35,Female,2,1,120586.32
15685829,0,37,Male,3,2,50578.4
15721917,0,38,Female,8,1,86575.46
15776047,0,29,Female,3,2,153392.28
15716024,0,42,Male,5,2,115509.59
15675328,0,37,Female,6,2,82176.48
15604314,0,26,Female,1,1,63717.49
15658339,0,37,Male,2,2,198745.94
15630402,0,31,Female,9,1,5719.11
15689616,0,34,Male,5,1,20058.61
15774224,0,30,Female,5,2,170638.98
15701291,0,44,Male,3,2,30607.11
15719606,0,50,Male,9,2,37171.46
15644119,0,31,Male,3,1,42589.33
15646859,0,47,Male,7,1,66799.28
15606836,0,33,Female,2,1,101866.39
15664150,0,29,Female,9,2,49284.0
